2024-06-11 01:13:14,017 INFO    StreamThr :2380998 [internal.py:wandb_internal():85] W&B internal server running at pid: 2380998, started at: 2024-06-11 01:13:14.015657
2024-06-11 01:13:14,019 DEBUG   HandlerThread:2380998 [handler.py:handle_request():158] handle_request: status
2024-06-11 01:13:14,021 INFO    WriterThread:2380998 [datastore.py:open_for_write():87] open: /home/yl3427/cylab/selfCorrectionAgent/wandb/run-20240611_011313-stgwitep/run-stgwitep.wandb
2024-06-11 01:13:14,023 DEBUG   SenderThread:2380998 [sender.py:send():379] send: header
2024-06-11 01:13:14,023 DEBUG   SenderThread:2380998 [sender.py:send():379] send: run
2024-06-11 01:13:14,202 INFO    SenderThread:2380998 [dir_watcher.py:__init__():211] watching files in: /home/yl3427/cylab/selfCorrectionAgent/wandb/run-20240611_011313-stgwitep/files
2024-06-11 01:13:14,202 INFO    SenderThread:2380998 [sender.py:_start_run_threads():1188] run started: stgwitep with start time 1718068393.110911
2024-06-11 01:13:14,217 DEBUG   HandlerThread:2380998 [handler.py:handle_request():158] handle_request: check_version
2024-06-11 01:13:14,217 DEBUG   SenderThread:2380998 [sender.py:send_request():406] send_request: check_version
2024-06-11 01:13:14,280 DEBUG   HandlerThread:2380998 [handler.py:handle_request():158] handle_request: run_start
2024-06-11 01:13:14,282 DEBUG   HandlerThread:2380998 [system_info.py:__init__():26] System info init
2024-06-11 01:13:14,282 DEBUG   HandlerThread:2380998 [system_info.py:__init__():41] System info init done
2024-06-11 01:13:14,282 INFO    HandlerThread:2380998 [system_monitor.py:start():194] Starting system monitor
2024-06-11 01:13:14,283 INFO    SystemMonitor:2380998 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-11 01:13:14,283 INFO    HandlerThread:2380998 [system_monitor.py:probe():214] Collecting system info
2024-06-11 01:13:14,284 INFO    SystemMonitor:2380998 [interfaces.py:start():188] Started cpu monitoring
2024-06-11 01:13:14,285 INFO    SystemMonitor:2380998 [interfaces.py:start():188] Started disk monitoring
2024-06-11 01:13:14,286 INFO    SystemMonitor:2380998 [interfaces.py:start():188] Started gpu monitoring
2024-06-11 01:13:14,287 INFO    SystemMonitor:2380998 [interfaces.py:start():188] Started memory monitoring
2024-06-11 01:13:14,291 INFO    SystemMonitor:2380998 [interfaces.py:start():188] Started network monitoring
2024-06-11 01:13:14,616 DEBUG   HandlerThread:2380998 [system_info.py:probe():152] Probing system
2024-06-11 01:13:14,617 DEBUG   HandlerThread:2380998 [system_info.py:_probe_git():137] Probing git
2024-06-11 01:13:14,639 DEBUG   HandlerThread:2380998 [system_info.py:_probe_git():145] Probing git done
2024-06-11 01:13:14,639 DEBUG   HandlerThread:2380998 [system_info.py:probe():200] Probing system done
