2024-06-11 01:45:05,092 INFO    StreamThr :2412662 [internal.py:wandb_internal():85] W&B internal server running at pid: 2412662, started at: 2024-06-11 01:45:05.091697
2024-06-11 01:45:05,095 DEBUG   HandlerThread:2412662 [handler.py:handle_request():158] handle_request: status
2024-06-11 01:45:05,097 INFO    WriterThread:2412662 [datastore.py:open_for_write():87] open: /home/yl3427/cylab/selfCorrectionAgent/wandb/run-20240611_014505-fl03w7y6/run-fl03w7y6.wandb
2024-06-11 01:45:05,100 DEBUG   SenderThread:2412662 [sender.py:send():379] send: header
2024-06-11 01:45:05,116 DEBUG   SenderThread:2412662 [sender.py:send():379] send: run
2024-06-11 01:45:05,355 INFO    SenderThread:2412662 [dir_watcher.py:__init__():211] watching files in: /home/yl3427/cylab/selfCorrectionAgent/wandb/run-20240611_014505-fl03w7y6/files
2024-06-11 01:45:05,355 INFO    SenderThread:2412662 [sender.py:_start_run_threads():1188] run started: fl03w7y6 with start time 1718070305.091694
2024-06-11 01:45:05,368 DEBUG   HandlerThread:2412662 [handler.py:handle_request():158] handle_request: check_version
2024-06-11 01:45:05,368 DEBUG   SenderThread:2412662 [sender.py:send_request():406] send_request: check_version
2024-06-11 01:45:05,425 DEBUG   HandlerThread:2412662 [handler.py:handle_request():158] handle_request: run_start
2024-06-11 01:45:05,480 DEBUG   HandlerThread:2412662 [system_info.py:__init__():26] System info init
2024-06-11 01:45:05,480 DEBUG   HandlerThread:2412662 [system_info.py:__init__():41] System info init done
2024-06-11 01:45:05,480 INFO    HandlerThread:2412662 [system_monitor.py:start():194] Starting system monitor
2024-06-11 01:45:05,480 INFO    SystemMonitor:2412662 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-11 01:45:05,481 INFO    HandlerThread:2412662 [system_monitor.py:probe():214] Collecting system info
2024-06-11 01:45:05,482 INFO    SystemMonitor:2412662 [interfaces.py:start():188] Started cpu monitoring
2024-06-11 01:45:05,483 INFO    SystemMonitor:2412662 [interfaces.py:start():188] Started disk monitoring
2024-06-11 01:45:05,484 INFO    SystemMonitor:2412662 [interfaces.py:start():188] Started gpu monitoring
2024-06-11 01:45:05,486 INFO    SystemMonitor:2412662 [interfaces.py:start():188] Started memory monitoring
2024-06-11 01:45:05,489 INFO    SystemMonitor:2412662 [interfaces.py:start():188] Started network monitoring
2024-06-11 01:45:05,677 DEBUG   HandlerThread:2412662 [system_info.py:probe():152] Probing system
2024-06-11 01:45:05,687 DEBUG   HandlerThread:2412662 [system_info.py:_probe_git():137] Probing git
2024-06-11 01:45:05,706 DEBUG   HandlerThread:2412662 [system_info.py:_probe_git():145] Probing git done
2024-06-11 01:45:05,706 DEBUG   HandlerThread:2412662 [system_info.py:probe():200] Probing system done
