2024-06-11 01:06:16,612 INFO    StreamThr :2380998 [internal.py:wandb_internal():85] W&B internal server running at pid: 2380998, started at: 2024-06-11 01:06:16.611562
2024-06-11 01:06:16,615 DEBUG   HandlerThread:2380998 [handler.py:handle_request():158] handle_request: status
2024-06-11 01:06:16,619 INFO    WriterThread:2380998 [datastore.py:open_for_write():87] open: /home/yl3427/cylab/selfCorrectionAgent/wandb/run-20240611_010616-9r3o5qhm/run-9r3o5qhm.wandb
2024-06-11 01:06:16,619 DEBUG   SenderThread:2380998 [sender.py:send():379] send: header
2024-06-11 01:06:16,637 DEBUG   SenderThread:2380998 [sender.py:send():379] send: run
2024-06-11 01:06:16,849 INFO    SenderThread:2380998 [dir_watcher.py:__init__():211] watching files in: /home/yl3427/cylab/selfCorrectionAgent/wandb/run-20240611_010616-9r3o5qhm/files
2024-06-11 01:06:16,849 INFO    SenderThread:2380998 [sender.py:_start_run_threads():1188] run started: 9r3o5qhm with start time 1718067976.611539
2024-06-11 01:06:16,864 DEBUG   HandlerThread:2380998 [handler.py:handle_request():158] handle_request: check_version
2024-06-11 01:06:16,864 DEBUG   SenderThread:2380998 [sender.py:send_request():406] send_request: check_version
2024-06-11 01:06:16,937 DEBUG   HandlerThread:2380998 [handler.py:handle_request():158] handle_request: run_start
2024-06-11 01:06:17,118 DEBUG   HandlerThread:2380998 [system_info.py:__init__():26] System info init
2024-06-11 01:06:17,118 DEBUG   HandlerThread:2380998 [system_info.py:__init__():41] System info init done
2024-06-11 01:06:17,118 INFO    HandlerThread:2380998 [system_monitor.py:start():194] Starting system monitor
2024-06-11 01:06:17,119 INFO    SystemMonitor:2380998 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-11 01:06:17,119 INFO    HandlerThread:2380998 [system_monitor.py:probe():214] Collecting system info
2024-06-11 01:06:17,120 INFO    SystemMonitor:2380998 [interfaces.py:start():188] Started cpu monitoring
2024-06-11 01:06:17,121 INFO    SystemMonitor:2380998 [interfaces.py:start():188] Started disk monitoring
2024-06-11 01:06:17,123 INFO    SystemMonitor:2380998 [interfaces.py:start():188] Started gpu monitoring
2024-06-11 01:06:17,124 INFO    SystemMonitor:2380998 [interfaces.py:start():188] Started memory monitoring
2024-06-11 01:06:17,127 INFO    SystemMonitor:2380998 [interfaces.py:start():188] Started network monitoring
2024-06-11 01:06:17,308 DEBUG   HandlerThread:2380998 [system_info.py:probe():152] Probing system
2024-06-11 01:06:17,317 DEBUG   HandlerThread:2380998 [system_info.py:_probe_git():137] Probing git
2024-06-11 01:06:17,337 DEBUG   HandlerThread:2380998 [system_info.py:_probe_git():145] Probing git done
2024-06-11 01:06:17,337 DEBUG   HandlerThread:2380998 [system_info.py:probe():200] Probing system done
