2024-06-11 02:16:07,616 INFO    StreamThr :2438332 [internal.py:wandb_internal():85] W&B internal server running at pid: 2438332, started at: 2024-06-11 02:16:07.615237
2024-06-11 02:16:07,618 DEBUG   HandlerThread:2438332 [handler.py:handle_request():158] handle_request: status
2024-06-11 02:16:07,620 INFO    WriterThread:2438332 [datastore.py:open_for_write():87] open: /home/yl3427/cylab/selfCorrectionAgent/wandb/run-20240611_021607-hjoo2qhe/run-hjoo2qhe.wandb
2024-06-11 02:16:07,621 DEBUG   SenderThread:2438332 [sender.py:send():379] send: header
2024-06-11 02:16:07,636 DEBUG   SenderThread:2438332 [sender.py:send():379] send: run
2024-06-11 02:16:07,845 INFO    SenderThread:2438332 [dir_watcher.py:__init__():211] watching files in: /home/yl3427/cylab/selfCorrectionAgent/wandb/run-20240611_021607-hjoo2qhe/files
2024-06-11 02:16:07,845 INFO    SenderThread:2438332 [sender.py:_start_run_threads():1188] run started: hjoo2qhe with start time 1718072167.615627
2024-06-11 02:16:07,862 DEBUG   HandlerThread:2438332 [handler.py:handle_request():158] handle_request: check_version
2024-06-11 02:16:07,863 DEBUG   SenderThread:2438332 [sender.py:send_request():406] send_request: check_version
2024-06-11 02:16:07,921 DEBUG   HandlerThread:2438332 [handler.py:handle_request():158] handle_request: run_start
2024-06-11 02:16:08,170 DEBUG   HandlerThread:2438332 [system_info.py:__init__():26] System info init
2024-06-11 02:16:08,170 DEBUG   HandlerThread:2438332 [system_info.py:__init__():41] System info init done
2024-06-11 02:16:08,170 INFO    HandlerThread:2438332 [system_monitor.py:start():194] Starting system monitor
2024-06-11 02:16:08,171 INFO    SystemMonitor:2438332 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-11 02:16:08,171 INFO    HandlerThread:2438332 [system_monitor.py:probe():214] Collecting system info
2024-06-11 02:16:08,172 INFO    SystemMonitor:2438332 [interfaces.py:start():188] Started cpu monitoring
2024-06-11 02:16:08,173 INFO    SystemMonitor:2438332 [interfaces.py:start():188] Started disk monitoring
2024-06-11 02:16:08,174 INFO    SystemMonitor:2438332 [interfaces.py:start():188] Started gpu monitoring
2024-06-11 02:16:08,175 INFO    SystemMonitor:2438332 [interfaces.py:start():188] Started memory monitoring
2024-06-11 02:16:08,177 INFO    SystemMonitor:2438332 [interfaces.py:start():188] Started network monitoring
2024-06-11 02:16:08,364 DEBUG   HandlerThread:2438332 [system_info.py:probe():152] Probing system
2024-06-11 02:16:08,373 DEBUG   HandlerThread:2438332 [system_info.py:_probe_git():137] Probing git
2024-06-11 02:16:08,392 DEBUG   HandlerThread:2438332 [system_info.py:_probe_git():145] Probing git done
2024-06-11 02:16:08,392 DEBUG   HandlerThread:2438332 [system_info.py:probe():200] Probing system done
