2024-06-11 00:45:41,816 INFO    StreamThr :2366518 [internal.py:wandb_internal():85] W&B internal server running at pid: 2366518, started at: 2024-06-11 00:45:41.815975
2024-06-11 00:45:41,819 DEBUG   HandlerThread:2366518 [handler.py:handle_request():158] handle_request: status
2024-06-11 00:45:41,822 INFO    WriterThread:2366518 [datastore.py:open_for_write():87] open: /home/yl3427/cylab/selfCorrectionAgent/wandb/run-20240611_004541-82k18z3z/run-82k18z3z.wandb
2024-06-11 00:45:41,824 DEBUG   SenderThread:2366518 [sender.py:send():379] send: header
2024-06-11 00:45:41,842 DEBUG   SenderThread:2366518 [sender.py:send():379] send: run
2024-06-11 00:45:42,022 INFO    SenderThread:2366518 [dir_watcher.py:__init__():211] watching files in: /home/yl3427/cylab/selfCorrectionAgent/wandb/run-20240611_004541-82k18z3z/files
2024-06-11 00:45:42,022 INFO    SenderThread:2366518 [sender.py:_start_run_threads():1188] run started: 82k18z3z with start time 1718066741.815985
2024-06-11 00:45:42,037 DEBUG   HandlerThread:2366518 [handler.py:handle_request():158] handle_request: check_version
2024-06-11 00:45:42,038 DEBUG   SenderThread:2366518 [sender.py:send_request():406] send_request: check_version
2024-06-11 00:45:42,107 DEBUG   HandlerThread:2366518 [handler.py:handle_request():158] handle_request: run_start
2024-06-11 00:45:42,364 DEBUG   HandlerThread:2366518 [system_info.py:__init__():26] System info init
2024-06-11 00:45:42,365 DEBUG   HandlerThread:2366518 [system_info.py:__init__():41] System info init done
2024-06-11 00:45:42,365 INFO    HandlerThread:2366518 [system_monitor.py:start():194] Starting system monitor
2024-06-11 00:45:42,365 INFO    SystemMonitor:2366518 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-11 00:45:42,365 INFO    HandlerThread:2366518 [system_monitor.py:probe():214] Collecting system info
2024-06-11 00:45:42,367 INFO    SystemMonitor:2366518 [interfaces.py:start():188] Started cpu monitoring
2024-06-11 00:45:42,367 INFO    SystemMonitor:2366518 [interfaces.py:start():188] Started disk monitoring
2024-06-11 00:45:42,369 INFO    SystemMonitor:2366518 [interfaces.py:start():188] Started gpu monitoring
2024-06-11 00:45:42,370 INFO    SystemMonitor:2366518 [interfaces.py:start():188] Started memory monitoring
